farmer_id;market_id;transaction_date;amount;name;creation_date;title;category;worker_id;extra_info
457;61;2025-09-29;2798;Olsen LLC;2024-01-29;Everybody;stay;;
336;557;2020-11-03;2170;Michael and Sons;2022-10-12;Heavy;order;;
170;103;2023-08-12;1183;Collins-Campos;2025-06-15;Sound;window;;
400;417;2020-05-18;2635;Davis Group;2024-10-27;Agreement;girl;13.0;coach
498;210;2021-12-16;1446;Walker-Kirk;2024-03-19;Low;feel;;
91;632;2025-12-25;1266;Lee-Osborne;2023-03-17;Ok;adult;;
185;120;2020-06-05;3248;Jennings PLC;2024-02-10;Several;blue;;
430;8;2024-07-09;2936;Guerrero-Hernandez;2024-02-11;Thus;allow;146.0;amount
244;445;2021-06-27;3778;Perez Ltd;2024-11-05;Like;parent;;
78;631;2023-10-20;649;Douglas and Sons;2025-06-07;Product;audience;;
411;276;2020-04-10;4100;Howard-Gomez;2021-12-18;Prevent;if;62.0;care
500;908;2024-06-26;3646;Johnson-Anderson;2024-01-02;Lawyer;outside;;
400;57;2024-01-14;3713;Davis Group;2024-10-27;Step;decide;13.0;coach
78;841;2023-03-06;3295;Douglas and Sons;2025-06-07;Relationship;site;;
60;109;2022-11-30;4535;Brown, Ortega and Moran;2023-07-07;Degree;one;;
151;344;2026-02-08;3140;Duncan PLC;2023-08-10;Piece;million;;
98;745;2023-11-10;4922;Riley, Dunn and Mccarty;2024-07-30;Large;nature;;
47;450;2025-10-19;307;Benjamin-Reed;2024-09-25;Study;personal;;
268;359;2020-07-06;1063;Taylor Inc;2022-03-26;Market;sister;;
137;754;2023-09-10;3612;Gray, Kim and Doyle;2023-09-10;Professor;despite;;
113;131;2023-02-20;1818;Beasley and Sons;2022-12-28;Generation;work;;
20;950;2021-01-05;2584;Wilkerson PLC;2021-05-09;Entire;level;116.0;explain
123;454;2025-04-05;2710;Rivas LLC;2024-11-01;To;around;54.0;million
123;454;2025-04-05;2710;Rivas LLC;2024-11-01;To;around;108.0;office
229;699;2023-10-31;3568;Johnson, Sanders and Lam;2021-09-13;Yes;explain;;
392;483;2022-03-31;3106;Nelson-Donaldson;2024-05-14;Lead;chair;107.0;sense
184;213;2022-09-13;2578;Moore, Lopez and Santos;2021-12-10;Despite;environment;;
360;783;2023-05-25;511;Harris-Stephens;2024-08-29;Certain;office;48.0;rate
152;872;2021-08-20;1988;Schultz-Glass;2023-06-16;Lot;kitchen;118.0;western
285;87;2024-09-21;3891;English-Williams;2023-09-29;Early;my;;
272;400;2022-05-31;940;Barrett PLC;2022-06-07;Season;whatever;;
358;365;2023-01-13;3677;Mccormick and Sons;2023-11-06;Main;thank;24.0;during
358;365;2023-01-13;3677;Mccormick and Sons;2023-11-06;Main;thank;138.0;democratic
476;848;2022-04-29;3635;Johnson-Curtis;2021-06-10;Focus;very;36.0;dream
170;574;2022-06-03;3079;Collins-Campos;2025-06-15;Down;serve;;
121;257;2021-02-19;1629;Ruiz, Miller and Giles;2023-10-05;If;participant;;
322;761;2023-05-15;2016;Elliott Group;2024-07-27;Government;system;;
21;582;2022-07-03;2476;Williams, Martinez and Gentry;2021-03-07;Better;no;;
192;321;2021-04-18;1708;Bowman Ltd;2023-10-30;Financial;detail;;
468;690;2024-10-15;861;Crawford, Barnes and Aguilar;2021-04-19;Modern;strategy;;
192;859;2024-06-14;610;Bowman Ltd;2023-10-30;Room;PM;;
127;44;2024-10-18;1009;Hill PLC;2025-05-30;Ready;level;73.0;Congress
191;129;2023-03-19;236;Cross, Skinner and Hart;2022-12-01;Way;but;;
181;841;2020-06-17;3735;Jackson, Munoz and Guzman;2025-04-01;Relationship;site;;
327;220;2021-09-12;650;Mills, Mclaughlin and Smith;2026-02-09;Plan;case;66.0;certainly
325;809;2023-03-06;3349;Barrett Group;2022-12-07;Maybe;thousand;;
438;960;2020-07-02;3882;Reed, Vega and Ho;2022-04-05;Seem;west;42.0;seem
320;318;2021-02-05;937;Perez, Long and Spencer;2025-10-29;Expect;actually;;
71;131;2022-06-02;1439;Krueger, Trujillo and Gonzalez;2022-01-15;Generation;work;;
141;894;2022-01-03;411;Gordon LLC;2022-04-11;Camera;field;;
56;796;2023-05-25;335;Wheeler-Blackburn;2025-06-13;Prevent;evidence;1.0;move
56;796;2023-05-25;335;Wheeler-Blackburn;2025-06-13;Prevent;evidence;132.0;sort
405;528;2025-01-18;1564;Valenzuela-Meyer;2024-09-09;Some;must;;
413;160;2021-06-14;1472;Shelton Inc;2024-03-19;Production;far;;
77;65;2024-09-28;2702;Carter PLC;2024-11-13;Unit;day;;
409;994;2024-10-27;4384;Long Ltd;2024-03-21;Claim;product;;
52;701;2025-01-27;4170;Hess PLC;2022-07-05;Important;stock;112.0;that
362;61;2023-10-08;3613;Mccullough-Mckinney;2024-11-08;Everybody;stay;94.0;all
362;61;2023-10-08;3613;Mccullough-Mckinney;2024-11-08;Everybody;stay;157.0;environment
60;685;2026-01-17;1723;Brown, Ortega and Moran;2023-07-07;Ask;good;;
391;590;2020-11-11;637;Travis PLC;2023-06-04;Team;day;;
438;552;2025-11-28;1348;Reed, Vega and Ho;2022-04-05;Choose;natural;42.0;seem
430;588;2025-06-24;814;Guerrero-Hernandez;2024-02-11;Wear;region;146.0;amount
35;544;2021-09-06;1064;Nolan, Jones and Gordon;2021-04-03;Team;they;61.0;record
184;226;2025-08-02;1771;Moore, Lopez and Santos;2021-12-10;Oil;his;;
308;57;2025-01-25;1606;Jones, Harrington and Herrera;2024-03-21;Step;decide;;
96;330;2023-01-23;2278;Sosa, Newton and Anderson;2022-05-18;Because;now;;
110;111;2025-07-15;1058;Price Inc;2025-10-27;Season;behind;121.0;what
485;413;2023-01-11;2049;Allen and Sons;2023-06-18;Really;traditional;;
425;611;2022-08-26;4291;Sims PLC;2023-09-28;Career;rate;58.0;different
425;611;2022-08-26;4291;Sims PLC;2023-09-28;Career;rate;193.0;exactly
425;611;2022-08-26;4291;Sims PLC;2023-09-28;Career;rate;196.0;personal
400;143;2025-01-04;1521;Davis Group;2024-10-27;Film;could;13.0;coach
480;944;2022-10-03;1268;Jones-Chavez;2022-10-24;Stay;detail;99.0;then
480;944;2022-10-03;1268;Jones-Chavez;2022-10-24;Stay;detail;131.0;religious
221;249;2024-04-01;936;Gardner Group;2024-11-05;Kind;organization;41.0;big
15;554;2025-03-21;760;Jackson, Miller and Chang;2024-05-13;Certainly;feel;;
169;844;2020-03-30;2589;Hall Inc;2025-03-03;Southern;thus;;
338;966;2020-02-19;732;Brown Ltd;2025-02-19;Still;offer;;
447;72;2022-10-24;1371;Palmer, Hall and Mcintosh;2023-12-21;Eat;accept;;
229;229;2021-10-15;3033;Johnson, Sanders and Lam;2021-09-13;Go;run;;
175;294;2020-06-07;952;Alvarado, Cobb and Dillon;2023-09-19;Discussion;toward;85.0;over
33;297;2021-02-06;2708;Sims, Meza and Haynes;2021-09-04;Ball;senior;;
393;139;2022-06-21;4639;Carson and Sons;2021-11-06;Ok;finally;;
406;767;2023-08-08;2587;Rodriguez-Spencer;2022-05-20;Source;keep;;
284;862;2021-09-04;4183;Wilson, Nixon and Sanchez;2022-10-14;Feel;perform;;
101;631;2024-04-16;2598;Dominguez, Fry and Hill;2021-08-11;Product;audience;;
355;405;2023-06-08;4574;Snyder-Kane;2024-09-28;Structure;wide;;
253;626;2020-06-09;3086;Kelley Ltd;2023-12-20;Energy;base;;
420;705;2021-08-23;3969;Brooks Ltd;2021-05-23;Size;whole;;
271;472;2025-02-25;1788;Lucero-Dawson;2021-03-15;Different;deep;;
267;473;2021-01-31;3824;Wagner Inc;2022-03-29;Chair;choose;;
440;307;2020-10-11;3542;Johnson, Smith and Reed;2024-11-14;Traditional;appear;159.0;talk
382;579;2020-12-22;2518;Buchanan-Marquez;2023-03-31;Happen;hotel;;
105;193;2020-04-19;2065;Mccall and Sons;2022-01-20;Born;across;5.0;meet
105;193;2020-04-19;2065;Mccall and Sons;2022-01-20;Born;across;187.0;coach
79;937;2025-01-16;1716;Lopez, Newton and Rivera;2021-03-22;Increase;piece;;
95;968;2025-11-20;680;Woods and Sons;2022-04-09;Responsibility;read;32.0;follow
498;354;2020-03-06;4269;Walker-Kirk;2024-03-19;Another;collection;;
453;221;2024-03-30;317;Tran PLC;2023-10-18;Little;ever;88.0;inside
264;804;2021-02-19;1564;Hopkins, Jackson and Ortiz;2025-01-24;Include;interview;;
428;141;2022-05-02;4088;Baldwin-Chandler;2022-06-04;Doctor;year;141.0;think
118;783;2021-02-25;2470;Powell-Foster;2025-08-02;Certain;office;;
251;291;2025-11-06;617;Fernandez Inc;2021-07-16;Check;wife;59.0;western
57;45;2022-06-27;2646;Lee Inc;2025-11-23;Still;whose;;
356;704;2024-01-31;4927;Cook, Boyer and Cox;2024-02-10;Defense;star;;
414;934;2026-02-03;690;Nguyen-Becker;2023-04-12;Toward;act;;
339;802;2023-06-25;3354;Hill, Dalton and Bolton;2021-10-09;Institution;among;77.0;property
259;56;2023-06-14;1742;Pham, Farmer and Marsh;2021-04-12;Forward;note;50.0;have
166;881;2025-08-18;2971;Savage-Martin;2025-07-07;Wear;table;;
5;581;2025-07-14;1099;Hart, Ramsey and Diaz;2021-03-14;Similar;small;113.0;tend
88;666;2021-03-07;4309;Brewer Ltd;2023-01-19;Measure;focus;;
24;634;2023-02-05;1204;Yates Ltd;2021-10-02;Feeling;near;64.0;away
329;485;2021-03-25;4512;Miller LLC;2023-07-20;However;debate;35.0;mean
180;591;2022-03-22;2652;Tran-Huynh;2021-10-01;Article;interest;3.0;teach
161;480;2022-04-30;830;Mays-Harmon;2022-10-23;Actually;various;;
373;291;2023-05-20;626;Martinez, Taylor and Howard;2025-04-04;Check;wife;;
161;798;2023-11-26;575;Mays-Harmon;2022-10-23;Young;pay;;
3;975;2022-08-23;3405;Cruz, Hurley and Graham;2024-07-17;Future;hear;;
19;157;2021-10-27;2571;Taylor Group;2023-12-11;Site;next;;
322;646;2020-07-10;2149;Elliott Group;2024-07-27;Important;face;;
452;641;2024-01-18;3527;Sims LLC;2025-12-16;Point;yourself;;
148;85;2025-04-13;3373;Hicks, Smith and Watson;2026-01-22;Through;south;18.0;turn
479;175;2022-06-03;2073;Reynolds, Christian and Lopez;2021-07-19;Southern;contain;;
60;267;2024-09-07;2790;Brown, Ortega and Moran;2023-07-07;Movie;event;;
150;570;2022-01-08;1936;Zhang, Arnold and Richmond;2021-11-15;Though;week;;
464;41;2024-02-09;770;Morris Ltd;2021-10-01;Guy;require;;
467;227;2022-02-26;3322;Wilson PLC;2021-12-24;Still;religious;;
139;581;2023-09-07;2620;Ramirez, Powell and Chen;2025-10-04;Similar;small;81.0;majority
311;49;2022-08-02;127;Johnson-Blankenship;2021-09-21;Season;dinner;46.0;far
239;447;2022-02-02;4235;Garcia LLC;2025-07-11;Front;population;;
72;999;2023-05-02;4948;Crane-Torres;2022-06-18;Indeed;bed;86.0;school
332;528;2024-03-26;1281;Dixon and Sons;2022-12-29;Some;must;;
297;951;2020-04-07;3708;Martin-Stuart;2023-04-09;Never;so;;
395;599;2021-02-08;589;Santana-Ray;2022-09-09;Friend;along;;
40;423;2023-08-30;3441;Andrade, Mcclure and Alvarez;2025-08-03;Politics;teacher;95.0;executive
182;903;2025-04-20;3190;Moore, Rivera and Nguyen;2024-06-18;Social;light;;
76;986;2024-06-12;2408;Sparks Ltd;2022-05-22;Need;player;;
68;390;2022-06-04;894;Howard-Olson;2023-03-02;Meeting;language;;
